DATE,DEWP,HIDX,TEMP,WCHL
10-30T03:00:00,41.1,51.2,51.2,48.6
10-30T04:00:00,41.1,50.7,50.7,48.1
10-30T05:00:00,41.0,50.5,50.5,47.9
10-30T06:00:00,41.0,50.3,50.3,47.6
10-30T07:00:00,41.1,50.2,50.2,47.4
10-30T08:00:00,41.2,51.6,51.6,49.1
10-30T09:00:00,41.4,53.1,53.1,50.9
10-30T10:00:00,41.2,54.4,54.4,52.6
10-30T11:00:00,41.1,55.8,55.8,54.3
10-30T12:00:00,40.9,56.9,56.9,55.6
10-30T13:00:00,40.8,58.0,58.0,56.8
10-30T14:00:00,40.6,58.3,58.3,57.3
10-30T15:00:00,40.4,58.4,58.4,57.5
10-30T16:00:00,40.4,57.9,57.9,56.9
10-30T17:00:00,40.6,56.7,56.7,55.5
10-30T18:00:00,40.8,55.8,55.8,54.5
10-30T19:00:00,40.9,55.4,55.4,53.9
10-30T20:00:00,40.9,54.6,54.6,52.9
10-30T21:00:00,40.8,54.1,54.1,52.2
10-30T22:00:00,40.8,53.4,53.4,51.4
10-30T23:00:00,40.8,52.8,52.8,50.6
10-31T00:00:00,41.4,52.2,52.2,49.8
10-31T01:00:00,40.8,51.8,51.8,49.5
10-31T02:00:00,40.7,51.2,51.2,48.7
10-31T03:00:00,40.7,50.8,50.8,48.2
10-31T04:00:00,40.6,50.4,50.4,47.7
10-31T05:00:00,40.6,50.2,50.2,47.4
10-31T06:00:00,40.5,50.0,50.0,47.1
10-31T07:00:00,40.6,49.8,49.8,46.9
10-31T08:00:00,40.7,51.2,51.2,48.6
10-31T09:00:00,40.8,52.7,52.7,50.3
10-31T10:00:00,40.6,54.0,54.0,52.1
10-31T11:00:00,40.5,55.4,55.4,53.7
10-31T12:00:00,40.4,56.5,56.5,55.1
10-31T13:00:00,40.3,57.6,57.6,56.3
10-31T14:00:00,40.0,57.9,57.9,56.8
10-31T15:00:00,39.8,58.0,58.0,57.0
10-31T16:00:00,39.8,57.5,57.5,56.4
10-31T17:00:00,40.0,56.4,56.4,55.1
10-31T18:00:00,40.3,55.5,55.5,54.0
10-31T19:00:00,40.3,55.0,55.0,53.4
10-31T20:00:00,40.3,54.3,54.3,52.5
10-31T21:00:00,40.2,53.7,53.7,51.7
10-31T22:00:00,40.3,53.1,53.1,50.9
10-31T23:00:00,40.3,52.4,52.4,50.1
11-01T00:00:00,40.7,51.9,51.9,49.4
11-01T01:00:00,40.3,51.5,51.5,49.1
11-01T02:00:00,40.2,50.9,50.9,48.2
11-01T03:00:00,40.1,50.5,50.5,47.6
11-01T04:00:00,40.1,50.0,50.0,47.2
11-01T05:00:00,40.0,49.8,49.8,46.8
11-01T06:00:00,39.9,49.6,49.6,46.5
11-01T07:00:00,40.1,49.4,49.4,46.3
11-01T08:00:00,40.2,50.8,50.8,47.9
11-01T09:00:00,40.3,52.2,52.2,49.6
11-01T10:00:00,40.1,53.6,53.6,51.4
11-01T11:00:00,40.0,54.9,54.9,53.1
11-01T12:00:00,39.8,56.0,56.0,54.5
11-01T13:00:00,39.7,57.1,57.1,55.7
11-01T14:00:00,39.5,57.5,57.5,56.2
11-01T15:00:00,39.2,57.6,57.6,56.4
11-01T16:00:00,39.3,57.1,57.1,55.9
11-01T17:00:00,39.5,56.0,56.0,54.6
11-01T18:00:00,39.8,55.1,55.1,53.6
11-01T19:00:00,39.8,54.6,54.6,52.9
11-01T20:00:00,39.8,54.0,54.0,52.0
11-01T21:00:00,39.7,53.3,53.3,51.2
11-01T22:00:00,39.7,52.7,52.7,50.4
11-01T23:00:00,39.8,52.1,52.1,49.7
11-02T00:00:00,40.1,51.5,51.5,48.9
11-02T01:00:00,39.8,51.2,51.2,48.6
11-02T02:00:00,39.7,50.6,50.6,47.8
11-02T03:00:00,39.7,50.1,50.1,47.2
11-02T04:00:00,39.6,49.7,49.7,46.8
11-02T05:00:00,39.5,49.4,49.4,46.4
11-02T06:00:00,39.5,49.2,49.2,46.0
11-02T07:00:00,39.6,49.1,49.1,45.8
11-02T08:00:00,39.8,50.4,50.4,47.4
11-02T09:00:00,39.8,51.8,51.8,49.2
11-02T10:00:00,39.7,53.2,53.2,50.9
11-02T11:00:00,39.6,54.5,54.5,52.6
11-02T12:00:00,39.5,55.7,55.7,54.1
11-02T13:00:00,39.4,56.7,56.7,55.3
11-02T14:00:00,39.2,57.1,57.1,55.8
11-02T15:00:00,39.0,57.2,57.2,56.0
11-02T16:00:00,39.0,56.7,56.7,55.4
11-02T17:00:00,39.2,55.7,55.7,54.2
11-02T18:00:00,39.5,54.8,54.8,53.2
11-02T19:00:00,39.6,54.3,54.3,52.6
11-02T20:00:00,39.5,53.7,53.7,51.6
11-02T21:00:00,39.4,53.1,53.1,50.9
11-02T22:00:00,39.4,52.5,52.5,50.1
11-02T23:00:00,39.5,51.8,51.8,49.3
11-03T00:00:00,39.7,51.1,51.1,48.5
11-03T01:00:00,39.5,50.9,50.9,48.2
11-03T02:00:00,39.3,50.3,50.3,47.4
11-03T03:00:00,39.3,49.8,49.8,46.8
11-03T04:00:00,39.2,49.4,49.4,46.3
11-03T05:00:00,39.1,49.1,49.1,45.9
11-03T06:00:00,39.1,48.8,48.8,45.6
11-03T07:00:00,39.2,48.7,48.7,45.3
11-03T08:00:00,39.3,50.0,50.0,47.0
11-03T09:00:00,39.4,51.4,51.4,48.7
11-03T10:00:00,39.3,52.8,52.8,50.5
11-03T11:00:00,39.2,54.2,54.2,52.2
11-03T12:00:00,39.1,55.3,55.3,53.6
11-03T13:00:00,39.0,56.3,56.3,54.8
11-03T14:00:00,38.8,56.7,56.7,55.3
11-03T15:00:00,38.6,56.8,56.8,55.5
11-03T16:00:00,38.6,56.3,56.3,54.8
11-03T17:00:00,38.7,55.3,55.3,53.6
11-03T18:00:00,39.0,54.4,54.4,52.6
11-03T19:00:00,39.1,53.9,53.9,52.1
11-03T20:00:00,39.0,53.3,53.3,51.1
11-03T21:00:00,38.9,52.7,52.7,50.3
11-03T22:00:00,38.8,52.1,52.1,49.6
11-03T23:00:00,39.0,51.5,51.5,48.9
11-04T00:00:00,39.3,50.8,50.8,48.0
11-04T01:00:00,39.0,50.5,50.5,47.8
11-04T02:00:00,38.9,50.0,50.0,47.0
11-04T03:00:00,38.9,49.5,49.5,46.4
11-04T04:00:00,38.8,49.0,49.0,45.9
11-04T05:00:00,38.6,48.7,48.7,45.4
11-04T06:00:00,38.6,48.4,48.4,45.1
11-04T07:00:00,38.7,48.3,48.3,44.8
11-04T08:00:00,38.8,49.6,49.6,46.4
11-04T09:00:00,38.9,51.0,51.0,48.1
11-04T10:00:00,38.7,52.3,52.3,49.8
11-04T11:00:00,38.7,53.7,53.7,51.5
11-04T12:00:00,38.5,54.8,54.8,52.9
11-04T13:00:00,38.5,55.8,55.8,54.1
11-04T14:00:00,38.3,56.2,56.2,54.6
11-04T15:00:00,38.1,56.3,56.3,54.8
11-04T16:00:00,38.1,55.9,55.9,54.2
11-04T17:00:00,38.2,54.8,54.8,53.0
11-04T18:00:00,38.5,54.0,54.0,52.1
11-04T19:00:00,38.6,53.5,53.5,51.5
11-04T20:00:00,38.5,52.9,52.9,50.5
11-04T21:00:00,38.3,52.3,52.3,49.7
11-04T22:00:00,38.3,51.7,51.7,49.0
11-04T23:00:00,38.4,51.1,51.1,48.3
11-05T00:00:00,38.7,50.4,50.4,47.3
11-05T01:00:00,38.4,50.0,50.0,47.1
11-05T02:00:00,38.2,49.4,49.4,46.3
11-05T03:00:00,38.2,49.0,49.0,45.6
11-05T04:00:00,38.0,48.5,48.5,45.1
11-05T05:00:00,37.9,48.1,48.1,44.6
11-05T06:00:00,37.9,47.9,47.9,44.3
11-05T07:00:00,38.0,47.8,47.8,44.1
11-05T08:00:00,38.1,49.0,49.0,45.6
11-05T09:00:00,38.1,50.4,50.4,47.2
11-05T10:00:00,38.0,51.8,51.8,49.0
11-05T11:00:00,38.0,53.1,53.1,50.8
11-05T12:00:00,37.9,54.2,54.2,52.1
11-05T13:00:00,37.9,55.2,55.2,53.4
11-05T14:00:00,37.7,55.6,55.6,53.8
11-05T15:00:00,37.5,55.7,55.7,54.0
11-05T16:00:00,37.7,55.2,55.2,53.3
11-05T17:00:00,37.8,54.2,54.2,52.1
11-05T18:00:00,38.1,53.5,53.5,51.3
11-05T19:00:00,38.2,53.0,53.0,50.7
11-05T20:00:00,38.2,52.4,52.4,49.9
11-05T21:00:00,38.0,51.9,51.9,49.2
11-05T22:00:00,38.0,51.3,51.3,48.5
11-05T23:00:00,38.1,50.7,50.7,47.8
11-06T00:00:00,38.4,50.0,50.0,46.7
11-06T01:00:00,38.2,49.7,49.7,46.6
11-06T02:00:00,38.1,49.2,49.2,45.9
11-06T03:00:00,38.0,48.7,48.7,45.3
11-06T04:00:00,37.9,48.3,48.3,44.9
11-06T05:00:00,37.7,47.9,47.9,44.4
11-06T06:00:00,37.7,47.7,47.7,44.1
11-06T07:00:00,37.7,47.6,47.6,43.8
11-06T08:00:00,37.8,48.7,48.7,45.2
11-06T09:00:00,37.9,50.1,50.1,46.8
11-06T10:00:00,37.8,51.4,51.4,48.6
11-06T11:00:00,37.8,52.8,52.8,50.3
11-06T12:00:00,37.7,53.9,53.9,51.7
11-06T13:00:00,37.7,54.8,54.8,52.8
11-06T14:00:00,37.6,55.2,55.2,53.3
11-06T15:00:00,37.4,55.3,55.3,53.4
11-06T16:00:00,37.6,54.9,54.9,52.8
11-06T17:00:00,37.7,53.9,53.9,51.7
11-06T18:00:00,38.0,53.2,53.2,50.8
11-06T19:00:00,38.1,52.7,52.7,50.3
11-06T20:00:00,38.1,52.1,52.1,49.5
11-06T21:00:00,38.0,51.6,51.6,48.8
11-06T22:00:00,37.9,51.1,51.1,48.2
11-06T23:00:00,38.0,50.5,50.5,47.5
11-07T00:00:00,38.0,49.6,49.6,46.2
11-07T01:00:00,38.2,49.5,49.5,46.3
11-07T02:00:00,38.1,49.0,49.0,45.6
11-07T03:00:00,38.0,48.5,48.5,45.0
11-07T04:00:00,37.9,48.1,48.1,44.6
11-07T05:00:00,37.7,47.7,47.7,44.1
11-07T06:00:00,37.6,47.5,47.5,43.7
11-07T07:00:00,37.7,47.3,47.3,43.5
11-07T08:00:00,37.8,48.4,48.4,44.8
11-07T09:00:00,37.8,49.8,49.8,46.5
11-07T10:00:00,37.7,51.2,51.2,48.2
11-07T11:00:00,37.7,52.6,52.6,50.0
11-07T12:00:00,37.7,53.7,53.7,51.4
11-07T13:00:00,37.7,54.6,54.6,52.4
11-07T14:00:00,37.6,54.9,54.9,53.0
11-07T15:00:00,37.5,55.0,55.0,53.0
11-07T16:00:00,37.6,54.5,54.5,52.4
11-07T17:00:00,37.7,53.6,53.6,51.3
11-07T18:00:00,37.9,52.9,52.9,50.4
11-07T19:00:00,38.0,52.5,52.5,50.0
11-07T20:00:00,38.0,51.9,51.9,49.2
11-07T21:00:00,37.9,51.4,51.4,48.6
11-07T22:00:00,37.8,50.9,50.9,48.0
11-07T23:00:00,37.9,50.3,50.3,47.2
11-08T00:00:00,37.6,49.3,49.3,45.8
11-08T01:00:00,38.1,49.3,49.3,46.0
11-08T02:00:00,38.0,48.8,48.8,45.4
11-08T03:00:00,37.9,48.4,48.4,44.8
11-08T04:00:00,37.7,47.9,47.9,44.3
11-08T05:00:00,37.6,47.5,47.5,43.8
11-08T06:00:00,37.5,47.3,47.3,43.5
11-08T07:00:00,37.5,47.2,47.2,43.2
11-08T08:00:00,37.6,48.2,48.2,44.4
11-08T09:00:00,37.7,49.5,49.5,46.1
11-08T10:00:00,37.6,50.8,50.8,47.7
11-08T11:00:00,37.6,52.2,52.2,49.5
11-08T12:00:00,37.5,53.3,53.3,50.9
11-08T13:00:00,37.5,54.2,54.2,51.9
11-08T14:00:00,37.4,54.5,54.5,52.4
11-08T15:00:00,37.2,54.6,54.6,52.5
11-08T16:00:00,37.4,54.2,54.2,51.9
11-08T17:00:00,37.5,53.2,53.2,50.7
11-08T18:00:00,37.6,52.5,52.5,49.9
11-08T19:00:00,37.8,52.1,52.1,49.4
11-08T20:00:00,37.7,51.5,51.5,48.6
11-08T21:00:00,37.6,51.0,51.0,48.0
11-08T22:00:00,37.5,50.5,50.5,47.4
11-08T23:00:00,37.6,49.9,49.9,46.7
11-09T00:00:00,37.0,48.9,48.9,45.2
11-09T01:00:00,37.7,49.0,49.0,45.6
11-09T02:00:00,37.6,48.4,48.4,44.9
11-09T03:00:00,37.6,48.0,48.0,44.3
11-09T04:00:00,37.4,47.6,47.6,43.9
11-09T05:00:00,37.2,47.2,47.2,43.3
11-09T06:00:00,37.1,47.0,47.0,43.0
11-09T07:00:00,37.1,46.8,46.8,42.7
11-09T08:00:00,37.1,47.8,47.8,43.9
11-09T09:00:00,37.2,49.1,49.1,45.5
11-09T10:00:00,37.1,50.4,50.4,47.1
11-09T11:00:00,37.1,51.8,51.8,48.9
11-09T12:00:00,37.0,52.9,52.9,50.3
11-09T13:00:00,37.0,53.7,53.7,51.3
11-09T14:00:00,36.8,54.0,54.0,51.8
11-09T15:00:00,36.6,54.2,54.2,51.9
11-09T16:00:00,36.8,53.7,53.7,51.3
11-09T17:00:00,36.9,52.8,52.8,50.1
11-09T18:00:00,37.0,52.1,52.1,49.2
11-09T19:00:00,37.1,51.6,51.6,48.7
11-09T20:00:00,37.1,51.1,51.1,48.0
11-09T21:00:00,37.0,50.6,50.6,47.4
11-09T22:00:00,37.0,50.0,50.0,46.8
11-09T23:00:00,37.1,49.5,49.5,46.0
11-10T00:00:00,36.4,48.3,48.3,44.5
11-10T01:00:00,37.2,48.6,48.6,44.9
11-10T02:00:00,37.2,48.1,48.1,44.3
11-10T03:00:00,37.1,47.6,47.6,43.8
11-10T04:00:00,36.9,47.2,47.2,43.4
11-10T05:00:00,36.7,46.9,46.9,42.8
11-10T06:00:00,36.6,46.7,46.7,42.6
11-10T07:00:00,36.5,46.5,46.5,42.2
11-10T08:00:00,36.6,47.4,47.4,43.4
11-10T09:00:00,36.6,48.7,48.7,44.9
11-10T10:00:00,36.5,50.0,50.0,46.5
11-10T11:00:00,36.5,51.3,51.3,48.2
11-10T12:00:00,36.3,52.4,52.4,49.6
11-10T13:00:00,36.4,53.2,53.2,50.6
11-10T14:00:00,36.2,53.5,53.5,51.1
11-10T15:00:00,36.0,53.7,53.7,51.2
11-10T16:00:00,36.2,53.2,53.2,50.6
11-10T17:00:00,36.3,52.3,52.3,49.4
11-10T18:00:00,36.5,51.6,51.6,48.6
11-10T19:00:00,36.6,51.1,51.1,48.1
11-10T20:00:00,36.6,50.6,50.6,47.4
11-10T21:00:00,36.5,50.1,50.1,46.8
11-10T22:00:00,36.5,49.6,49.6,46.2
11-10T23:00:00,36.6,49.0,49.0,45.4
11-11T00:00:00,35.8,47.8,47.8,43.8
11-11T01:00:00,36.7,48.1,48.1,44.4
11-11T02:00:00,36.6,47.6,47.6,43.7
11-11T03:00:00,36.5,47.2,47.2,43.2
11-11T04:00:00,36.4,46.7,46.7,42.8
11-11T05:00:00,36.2,46.4,46.4,42.2
11-11T06:00:00,36.0,46.2,46.2,42.0
11-11T07:00:00,36.0,46.0,46.0,41.6
11-11T08:00:00,36.1,47.0,47.0,42.8
11-11T09:00:00,36.1,48.2,48.2,44.2
11-11T10:00:00,36.0,49.5,49.5,45.8
11-11T11:00:00,36.0,50.7,50.7,47.6
11-11T12:00:00,35.9,51.9,51.9,49.0
11-11T13:00:00,35.9,52.6,52.6,50.0
11-11T14:00:00,35.7,52.9,52.9,50.4
11-11T15:00:00,35.6,53.1,53.1,50.6
11-11T16:00:00,35.7,52.6,52.6,49.9
11-11T17:00:00,35.9,51.7,51.7,48.8
11-11T18:00:00,36.1,51.1,51.1,48.0
11-11T19:00:00,36.3,50.7,50.7,47.5
11-11T20:00:00,36.3,50.1,50.1,46.8
11-11T21:00:00,36.3,49.6,49.6,46.2
11-11T22:00:00,36.3,49.1,49.1,45.6
11-11T23:00:00,36.4,48.6,48.6,44.9
11-12T00:00:00,35.6,47.5,47.5,43.4
11-12T01:00:00,36.4,47.7,47.7,43.8
11-12T02:00:00,36.4,47.2,47.2,43.3
11-12T03:00:00,36.2,46.8,46.8,42.7
11-12T04:00:00,36.1,46.4,46.4,42.3
11-12T05:00:00,35.9,46.1,46.1,41.8
11-12T06:00:00,35.8,45.9,45.9,41.5
11-12T07:00:00,35.7,45.7,45.7,41.2
11-12T08:00:00,35.8,46.6,46.6,42.3
11-12T09:00:00,35.8,47.8,47.8,43.7
11-12T10:00:00,35.7,49.1,49.1,45.3
11-12T11:00:00,35.7,50.3,50.3,47.0
11-12T12:00:00,35.5,51.4,51.4,48.4
11-12T13:00:00,35.5,52.2,52.2,49.4
11-12T14:00:00,35.3,52.5,52.5,49.9
11-12T15:00:00,35.3,52.7,52.7,50.0
11-12T16:00:00,35.4,52.2,52.2,49.4
11-12T17:00:00,35.6,51.3,51.3,48.3
11-12T18:00:00,35.8,50.7,50.7,47.5
11-12T19:00:00,36.0,50.3,50.3,47.0
11-12T20:00:00,36.1,49.7,49.7,46.3
11-12T21:00:00,36.0,49.3,49.3,45.7
11-12T22:00:00,36.0,48.8,48.8,45.1
11-12T23:00:00,36.1,48.2,48.2,44.5
11-13T00:00:00,35.4,47.2,47.2,43.0
11-13T01:00:00,36.2,47.4,47.4,43.4
11-13T02:00:00,36.1,46.9,46.9,42.8
11-13T03:00:00,36.0,46.5,46.5,42.3
11-13T04:00:00,35.9,46.1,46.1,41.9
11-13T05:00:00,35.7,45.8,45.8,41.4
11-13T06:00:00,35.6,45.6,45.6,41.1
11-13T07:00:00,35.5,45.4,45.4,40.8
11-13T08:00:00,35.6,46.3,46.3,41.9
11-13T09:00:00,35.6,47.5,47.5,43.2
11-13T10:00:00,35.5,48.8,48.8,44.8
11-13T11:00:00,35.5,50.0,50.0,46.6
11-13T12:00:00,35.3,51.1,51.1,48.0
11-13T13:00:00,35.4,51.9,51.9,49.0
11-13T14:00:00,35.2,52.3,52.3,49.5
11-13T15:00:00,35.1,52.4,52.4,49.6
11-13T16:00:00,35.2,52.0,52.0,49.0
11-13T17:00:00,35.4,51.1,51.1,47.9
11-13T18:00:00,35.6,50.5,50.5,47.2
11-13T19:00:00,35.8,50.1,50.1,46.7
11-13T20:00:00,35.8,49.5,49.5,45.9
11-13T21:00:00,35.7,49.0,49.0,45.3
11-13T22:00:00,35.6,48.5,48.5,44.7
11-13T23:00:00,35.7,48.0,48.0,44.1
11-14T00:00:00,34.9,46.9,46.9,42.6
11-14T01:00:00,35.6,47.0,47.0,42.9
11-14T02:00:00,35.6,46.5,46.5,42.4
11-14T03:00:00,35.4,46.1,46.1,41.8
11-14T04:00:00,35.3,45.8,45.8,41.4
11-14T05:00:00,35.2,45.5,45.5,40.9
11-14T06:00:00,35.1,45.3,45.3,40.6
11-14T07:00:00,35.1,45.1,45.1,40.3
11-14T08:00:00,35.2,45.9,45.9,41.4
11-14T09:00:00,35.2,47.1,47.1,42.8
11-14T10:00:00,35.2,48.4,48.4,44.3
11-14T11:00:00,35.2,49.7,49.7,46.1
11-14T12:00:00,35.0,50.8,50.8,47.5
11-14T13:00:00,35.1,51.6,51.6,48.5
11-14T14:00:00,34.9,51.9,51.9,49.0
11-14T15:00:00,34.8,52.0,52.0,49.1
11-14T16:00:00,35.0,51.6,51.6,48.5
11-14T17:00:00,35.2,50.8,50.8,47.5
11-14T18:00:00,35.4,50.2,50.2,46.7
11-14T19:00:00,35.6,49.8,49.8,46.3
11-14T20:00:00,35.6,49.2,49.2,45.5
11-14T21:00:00,35.5,48.7,48.7,45.0
11-14T22:00:00,35.5,48.2,48.2,44.4
11-14T23:00:00,35.6,47.7,47.7,43.7
11-15T00:00:00,34.9,46.7,46.7,42.4
11-15T01:00:00,35.6,46.8,46.8,42.6
11-15T02:00:00,35.6,46.3,46.3,42.1
11-15T03:00:00,35.4,45.9,45.9,41.5
11-15T04:00:00,35.3,45.5,45.5,41.1
11-15T05:00:00,35.2,45.2,45.2,40.7
11-15T06:00:00,35.2,45.1,45.1,40.4
11-15T07:00:00,35.1,44.9,44.9,40.1
11-15T08:00:00,35.2,45.7,45.7,41.1
11-15T09:00:00,35.2,46.9,46.9,42.5
11-15T10:00:00,35.2,48.2,48.2,44.0
11-15T11:00:00,35.1,49.4,49.4,45.8
11-15T12:00:00,35.0,50.5,50.5,47.1
11-15T13:00:00,35.0,51.2,51.2,48.1
11-15T14:00:00,34.8,51.6,51.6,48.6
11-15T15:00:00,34.8,51.7,51.7,48.7
11-15T16:00:00,34.9,51.3,51.3,48.1
11-15T17:00:00,35.2,50.5,50.5,47.0
11-15T18:00:00,35.3,49.9,49.9,46.3
11-15T19:00:00,35.5,49.5,49.5,45.8
11-15T20:00:00,35.5,48.9,48.9,45.1
11-15T21:00:00,35.5,48.4,48.4,44.5
11-15T22:00:00,35.4,47.9,47.9,43.9
11-15T23:00:00,35.5,47.4,47.4,43.2
11-16T00:00:00,34.9,46.4,46.4,42.0
11-16T01:00:00,35.5,46.4,46.4,42.1
11-16T02:00:00,35.4,46.0,46.0,41.6
11-16T03:00:00,35.3,45.6,45.6,41.1
11-16T04:00:00,35.2,45.2,45.2,40.7
11-16T05:00:00,35.1,44.9,44.9,40.3
11-16T06:00:00,35.0,44.7,44.7,40.0
11-16T07:00:00,34.9,44.6,44.6,39.7
11-16T08:00:00,35.0,45.4,45.4,40.7
11-16T09:00:00,35.0,46.6,46.6,42.0
11-16T10:00:00,35.0,47.8,47.8,43.5
11-16T11:00:00,35.0,49.0,49.0,45.3
11-16T12:00:00,34.8,50.1,50.1,46.7
11-16T13:00:00,34.9,50.9,50.9,47.6
11-16T14:00:00,34.7,51.2,51.2,48.1
11-16T15:00:00,34.6,51.4,51.4,48.2
11-16T16:00:00,34.7,50.9,50.9,47.7
11-16T17:00:00,35.0,50.1,50.1,46.6
11-16T18:00:00,35.1,49.5,49.5,45.8
11-16T19:00:00,35.2,49.1,49.1,45.3
11-16T20:00:00,35.3,48.5,48.5,44.6
11-16T21:00:00,35.3,48.0,48.0,44.0
11-16T22:00:00,35.2,47.5,47.5,43.3
11-16T23:00:00,35.3,47.0,47.0,42.7
11-17T00:00:00,34.9,46.1,46.1,41.6
11-17T01:00:00,35.3,46.1,46.1,41.6
11-17T02:00:00,35.2,45.6,45.6,41.1
11-17T03:00:00,35.0,45.3,45.3,40.7
11-17T04:00:00,35.0,44.9,44.9,40.3
11-17T05:00:00,34.8,44.6,44.6,39.9
11-17T06:00:00,34.8,44.5,44.5,39.6
11-17T07:00:00,34.7,44.3,44.3,39.4
11-17T08:00:00,34.8,45.1,45.1,40.3
11-17T09:00:00,34.9,46.3,46.3,41.6
11-17T10:00:00,34.8,47.5,47.5,43.1
11-17T11:00:00,34.8,48.7,48.7,44.9
11-17T12:00:00,34.6,49.7,49.7,46.2
11-17T13:00:00,34.6,50.5,50.5,47.1
11-17T14:00:00,34.4,50.9,50.9,47.7
11-17T15:00:00,34.4,51.1,51.1,47.8
11-17T16:00:00,34.4,50.6,50.6,47.2
11-17T17:00:00,34.7,49.7,49.7,46.1
11-17T18:00:00,34.8,49.1,49.1,45.3
11-17T19:00:00,34.8,48.7,48.7,44.8
11-17T20:00:00,34.9,48.1,48.1,44.0
11-17T21:00:00,34.9,47.6,47.6,43.5
11-17T22:00:00,34.8,47.1,47.1,42.8
11-17T23:00:00,34.9,46.6,46.6,42.1
11-18T00:00:00,34.7,45.8,45.8,41.1
11-18T01:00:00,34.8,45.7,45.7,41.0
11-18T02:00:00,34.8,45.2,45.2,40.6
11-18T03:00:00,34.6,44.9,44.9,40.2
11-18T04:00:00,34.5,44.5,44.5,39.8
11-18T05:00:00,34.4,44.3,44.3,39.4
11-18T06:00:00,34.3,44.1,44.1,39.1
11-18T07:00:00,34.3,43.9,43.9,38.8
11-18T08:00:00,34.3,44.7,44.7,39.7
11-18T09:00:00,34.5,45.8,45.8,41.1
11-18T10:00:00,34.4,47.0,47.0,42.5
11-18T11:00:00,34.4,48.2,48.2,44.3
11-18T12:00:00,34.2,49.3,49.3,45.6
11-18T13:00:00,34.2,50.0,50.0,46.5
11-18T14:00:00,34.1,50.5,50.5,47.2
11-18T15:00:00,34.0,50.6,50.6,47.3
11-18T16:00:00,34.1,50.2,50.2,46.7
11-18T17:00:00,34.4,49.4,49.4,45.6
11-18T18:00:00,34.5,48.8,48.8,44.9
11-18T19:00:00,34.5,48.3,48.3,44.3
11-18T20:00:00,34.5,47.7,47.7,43.6
11-18T21:00:00,34.5,47.3,47.3,43.1
11-18T22:00:00,34.6,46.8,46.8,42.4
11-18T23:00:00,34.6,46.2,46.2,41.7
11-19T00:00:00,34.3,45.4,45.4,40.6
11-19T01:00:00,34.5,45.3,45.3,40.6
11-19T02:00:00,34.6,44.9,44.9,40.2
11-19T03:00:00,34.3,44.6,44.6,39.8
11-19T04:00:00,34.3,44.2,44.2,39.4
11-19T05:00:00,34.2,44.0,44.0,39.1
11-19T06:00:00,34.2,43.8,43.8,38.8
11-19T07:00:00,34.1,43.7,43.7,38.6
11-19T08:00:00,34.2,44.4,44.4,39.5
11-19T09:00:00,34.4,45.6,45.6,40.9
11-19T10:00:00,34.3,46.8,46.8,42.3
11-19T11:00:00,34.3,48.1,48.1,44.1
11-19T12:00:00,34.2,49.2,49.2,45.5
11-19T13:00:00,34.2,49.9,49.9,46.4
11-19T14:00:00,34.0,50.4,50.4,47.1
11-19T15:00:00,34.0,50.5,50.5,47.2
11-19T16:00:00,34.0,50.1,50.1,46.6
11-19T17:00:00,34.3,49.2,49.2,45.5
11-19T18:00:00,34.4,48.6,48.6,44.7
11-19T19:00:00,34.4,48.2,48.2,44.2
11-19T20:00:00,34.4,47.6,47.6,43.5
11-19T21:00:00,34.4,47.2,47.2,42.9
11-19T22:00:00,34.5,46.6,46.6,42.2
11-19T23:00:00,34.6,46.1,46.1,41.6
11-20T00:00:00,34.2,45.3,45.3,40.5
11-20T01:00:00,34.5,45.3,45.3,40.5
11-20T02:00:00,34.6,44.9,44.9,40.1
11-20T03:00:00,34.3,44.5,44.5,39.7
11-20T04:00:00,34.3,44.2,44.2,39.4
11-20T05:00:00,34.3,43.9,43.9,39.0
11-20T06:00:00,34.2,43.8,43.8,38.8
11-20T07:00:00,34.2,43.7,43.7,38.5
11-20T08:00:00,34.3,44.4,44.4,39.5
11-20T09:00:00,34.4,45.5,45.5,40.8
11-20T10:00:00,34.4,46.8,46.8,42.2
11-20T11:00:00,34.3,48.0,48.0,44.1
11-20T12:00:00,34.2,49.1,49.1,45.4
11-20T13:00:00,34.1,49.9,49.9,46.3
11-20T14:00:00,34.0,50.3,50.3,47.0
11-20T15:00:00,34.0,50.5,50.5,47.2
11-20T16:00:00,34.0,50.0,50.0,46.6
11-20T17:00:00,34.3,49.2,49.2,45.5
11-20T18:00:00,34.4,48.6,48.6,44.7
11-20T19:00:00,34.5,48.2,48.2,44.1
11-20T20:00:00,34.5,47.6,47.6,43.4
11-20T21:00:00,34.5,47.1,47.1,42.9
11-20T22:00:00,34.5,46.6,46.6,42.2
11-20T23:00:00,34.6,46.1,46.1,41.6
11-21T00:00:00,34.3,45.4,45.4,40.7
11-21T01:00:00,34.5,45.3,45.3,40.6
11-21T02:00:00,34.6,44.8,44.8,40.2
11-21T03:00:00,34.3,44.5,44.5,39.7
11-21T04:00:00,34.4,44.2,44.2,39.4
11-21T05:00:00,34.4,43.9,43.9,39.1
11-21T06:00:00,34.4,43.8,43.8,38.9
11-21T07:00:00,34.4,43.7,43.7,38.6
11-21T08:00:00,34.6,44.5,44.5,39.5
11-21T09:00:00,34.7,45.6,45.6,40.8
11-21T10:00:00,34.6,46.8,46.8,42.3
11-21T11:00:00,34.6,48.0,48.0,44.1
